Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Stra�e;PLZ;Ort;Postadresse / Stra�e;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gr�ndungsdatum;LEI
Filiale;4022858;18150;ZW;� 9 Institute;173546s;Soci�t� G�n�rale Zweigniederlassung Wien;Prinz-Eugen-Stra�e 8-10/5/Top 11;1040;Wien;;1041;Wien;1;Wien;+43 (0) 1 506 95 0;;coverage.at@sgcib.com;SGABATWWXXX;www.sgcib.com;20.08.1998;
;57193;16420;;Aktienbanken;32942w;Bank f�r Tirol und Vorarlberg Aktiengesellschaft;Stadtforum 1;6020;Innsbruck;Stadtforum 1;6020;Innsbruck;;Tirol;0505333-0;0505333/1662;info@btv.at;BTVAAT22XXX;www.btv.at;08.04.1904;5299003ATVTQVPTW4735
;57193;16430;;Aktienbanken;32942w;Bank f�r Tirol und Vorarlberg Aktiengesellschaft;Stadtforum 1;6020;Innsbruck;Stadtforum 1;6020;Innsbruck;;Tirol;0505333-0;0505333/1662;info@btv.at;BTVAAT22XXX;www.btv.at;08.04.1904;5299003ATVTQVPTW4735
;57193;16440;;Aktienbanken;32942w;Bank f�r Tirol und Vorarlberg Aktiengesellschaft;Stadtforum 1;6020;Innsbruck;Stadtforum 1;6020;Innsbruck;;Tirol;0505333-0;0505333/1662;info@btv.at;BTVAAT22XXX;www.btv.at;08.04.1904;5299003ATVTQVPTW4735
;57193;16450;;Aktienbanken;32942w;Bank f�r Tirol und Vorarlberg Aktiengesellschaft;Stadtforum 1;6020;Innsbruck;Stadtforum 1;6020;Innsbruck;;Tirol;0505333-0;0505333/1662;info@btv.at;BTVAAT22XXX;www.btv.at;08.04.1904;5299003ATVTQVPTW4735
;57193;16300;;Aktienbanken;32942w;Bank f�r Tirol und Vorarlberg Aktiengesellschaft;Stadtforum 1;6020;Innsbruck;Stadtforum 1;6020;Innsbruck;;Tirol;0505333-0;0505333/1662;info@btv.at;BTVAAT22XXX;www.btv.at;08.04.1904;5299003ATVTQVPTW4735
Hauptanstalt;264598;34390;KI;Raiffeisen;94199d;Raiffeisenbank Ohlsdorf eGen;Hauptstra�e 22;4694;Ohlsdorf;;;;;Ober�sterreich;07612/47282;07612/4728243;rb-ohlsdorf@raiffeisen-ooe.at;RZOOAT2L390;www.raiffeisen-ooe.at/ohlsdorf;01.01.1895;52990092G3O6HWRIDF18
Hauptanstalt;267562;37435;KI;Raiffeisen;59207w;Raiffeisenbank Vorderbregenzerwald eGen;Platz 186;6952;Hittisau;;;;;Vorarlberg;05513/6213;05513/6213499;vbw@raiba.at;RVVGAT2B435;www.vorderbregenzerwald.at;20.01.1895;529900HDXLRETP3GDZ20
Hauptanstalt;267589;37438;KI;Raiffeisen;63123d;RAIFFEISENBANK HOHENEMS eGen;Schillerallee 1;6845;Hohenems;;6845;Hohenems;118;Vorarlberg;05576/72268;05576/72268198;hohenems@raiba.at;RANMAT21XXX;www.raibahohenems.at;01.01.1893;529900L0C41F3FUM7O57
Hauptanstalt;1330195;34363;KI;Raiffeisen;91728w;Raiffeisenbank Attersee-S�d eGen;Dorfstra�e 50;4865;Nussdorf am Attersee;;;;;Ober�sterreich;07666/8065;07666/806517;rb-attersee-sued@raiffeisen-ooe.at;RZOOAT2L363;www.raiffeisen-ooe.at/attersee-sued;10.11.1989;529900JQOOP40RCT9O97
Hauptanstalt;1336657;20216;KI;Sparkassen;67255f;Sparkasse Hainburg-Bruck-Neusiedl Aktiengesellschaft;Hauptpl. 1;2410;Hainburg an der Donau;Hauptplatz 1;2410;Hainburg a.d. Donau;;Nieder�sterreich;050100/26600;050100/926600;info@sparkasse.hbn.at;SPHBAT21XXX;www.sparkasse.at/hbn;04.09.1989;529900HFS7EV7VIALL43
Hauptanstalt;1436040;20503;KI;Sparkassen;45551m;Tiroler Sparkasse Bankaktiengesellschaft Innsbruck;Sparkassenplatz 1;6010;Innsbruck;;6010;Innsbruck;245;Tirol;050100/70000;050100/970000;sparkasse@tirolersparkasse.at;SPIHAT22XXX;www.sparkasse.at/tirolersparkasse/home;15.05.1990;529900HGWNOHNJP3D185
Hauptanstalt;1453750;19190;KI;Aktienbanken;58248i;Schelhammer Capital Bank AG;Goldschmiedg. 3;1010;Wien;;1011;Wien;618;Wien;01/53434;01/534348065;bank.office@schelhammer.at;BSSWATWWXXX;www.schelhammercapital.at;26.07.1990;52990010T57RAF234Z30
Hauptanstalt;1474421;20320;KI;Sparkassen;78633m;Sparkasse Ober�sterreich Bank AG;Promenade 11-13;4020;Linz;;4021;Linz/Donau;92;Ober�sterreich;050100/40000;050100/940000;ebusiness@sparkasse-ooe.at;ASPKAT2LXXX;www.sparkasse-ooe.at;03.09.1990;V0VY22PV9D0HFTF8EI62
Hauptanstalt;1478800;20706;KI;Sparkassen;94938s;K�rntner Sparkasse Aktiengesellschaft;Neuer Platz  14;9020;Klagenfurt;;9010;Klagenfurt;516;K�rnten;050100/30000;050100/930000;info@kspk.at;KSPKAT2KXXX;www.kaerntnersparkasse.at;18.06.1990;529900TKQRJNCFUQI507
Hauptanstalt;4312201;20508;KI;Sparkassen;183535f;Sparkasse Rattenberg Bank AG;Sparkassenplatz 69;6240;Rattenberg;;;;;Tirol;050100/76400;050100/976400;info@rattenberg.sparkasse.at;SPRTAT21XXX;www.sparkasse.at/rattenberg;09.06.1999;5299001G7RXMGFNQBO33
Hauptanstalt;6703518;19880;KI;Aktienbanken;256184t;Western Union International Bank GmbH;The Icon Vienna (Turm 24) Wiedner G�rtel 13;1100;Wien;;;;;Wien;01/50617;;office@westernunionbank.com;WUIBATWWXXX;www.westernunionbank.com;26.11.2004;549300POR1VXCUOJ3V54
Hauptanstalt;3976874;57000;KI;Landeshypothekenbanken;171611w;HYPO TIROL BANK AG;Meraner Stra�e 8;6020;Innsbruck;;;;;Tirol;050700;050700/41000;office@hypotirol.com;HYPTAT22XXX;www.hypotirol.com;10.06.1998;0W5QHUNYV4W7GJO62R27
Hauptanstalt;1380940;19340;KI;Aktienbanken;286544p;European American Investment Bank Aktiengesellschaft;Schottenring 18;1010;Wien;;;;;Wien;01/5123880;01/5123880888;office@eurambank.com;EUAAATWWXXX;www.eurambank.com;01.02.1990;529900DCLXJSTQZ14I97
Hauptanstalt;262480;36352;KI;Raiffeisen;39885f;Raiffeisenkasse Weerberg registrierte Genossenschaft mit beschr�nkter Haftung;Mitterberg 127;6133;Weerberg;;;;;Tirol;05224/68385;05224/6838576890;raika.weerberg@rbgt.raiffeisen.at;RZTIAT22352;www.raiffeisen.at/weerberg;27.12.1891;529900KIAV6U0XLBDG42
Hauptanstalt;262501;34180;KI;Raiffeisen;94469a;Raiffeisenbank Region Eferding eGen;Schiferplatz 24;4070;Eferding;;;;;Ober�sterreich;07272/2641;07272/264134462;office@rb-eferding.at;RZOOAT2L180;www.rb-eferding.at;24.02.1957;529900QRUZGO2FG88U17
Hauptanstalt;264717;34732;KI;Raiffeisen;77850k;Raiffeisenbank Walding-Ottensheim eGen;Raiffeisenpl. 2;4111;Walding;;;;;Ober�sterreich;07234/82294;07234/8229446634;rb-walding-ottensheim@raiffeisen-ooe.at;RZOOAT2L732;www.raiffeisen-ooe.at/walding-ottensheim;13.01.1905;529900KNDF2BG6A18Q42
Hauptanstalt;264822;34738;KI;Raiffeisen;121568b;Raiffeisenbank Wartberg an der Krems eGen;Hauptstr. 23;4552;Wartberg an der Krems;Hauptstra�e 23;4552;Wartberg an der Krems;;Ober�sterreich;07587/7060;;rb-wartberg@raiffeisen-ooe.at;RZOOAT2L738;www.rbw.at;01.12.1901;5299007DEXXIPXREO072
Hauptanstalt;264849;32585;KI;Raiffeisen;74508x;Raiffeisenbank Region St. P�lten eGen;Kremser Landstra�e 18;3100;St. P�lten;;3100;St. P�lten;11;Nieder�sterreich;0595005;0595005/9000;info@rbstp.at;RLNWATWWOBG;www.rbstp.at;26.02.1875;529900YKWSR6JLGDW672
Hauptanstalt;267740;37431;KI;Raiffeisen;63256z;Raiffeisenbank Bodensee-Leiblachtal eGen;Seestra�e 1;6971;Hard (Vbg.);;;;;Vorarlberg;05574/6856;05574/6856124;Bodenseebank@raiba.at;RVVGAT2B431;www.bodenseebank.at;01.01.1893;529900W4Z3RNACRRNH50
Hauptanstalt;267767;37449;KI;Raiffeisen;59694k;Raiffeisenbank Lech am Arlberg eGen;Haus Nr. 90;6764;Lech;;;;;Vorarlberg;05583/2626;05583/2626150;raiba.lech@lechbank.com;RVVGAT2B449;www.lechbank.com;02.09.1900;529900HI0747ZYOLS056
Hauptanstalt;267856;37458;KI;Raiffeisen;63107f;RAIFFEISENBANK im Walgau eGen;Bahnhofstra�e 2;6710;Nenzing;;6710;Nenzing;12;Vorarlberg;05525/6911;05525/6911509;info.walgau@raiba.at;RVVGAT2B458;www.raibawalgau.at;01.01.1897;529900XI27JP2V48OI16
Hauptanstalt;267970;37468;KI;Raiffeisen;59048k;Raiffeisenbank Bludenz-Montafon eGen;Werdenbergerstra�e 9;6700;Bludenz;;6700;Bludenz;24;Vorarlberg;05552/6153-100;05552/6153-199;bludenz-montafon@raiba.at;RVVGAT2B468;www.raiba-bludenz-montafon.at;13.03.1892;529900YZ7SCJRD675M60
Hauptanstalt;1481118;20272;KI;Sparkassen;36924a;Waldviertler Sparkasse Bank AG;Sparkassenplatz 3;3910;Zwettl;Sparkassenplatz 3;3910;Zwettl;;Nieder�sterreich;050100/79300;050100/979300;nicole.hammerschmidt@wspk.at;SPZWAT21XXX;www.wspk.at;25.08.1990;529900K5H0F7K9SBO784
Hauptanstalt;1508091;34383;KI;Raiffeisen;77965f;Raiffeisenbank Mittleres Rodltal eGen;Marktpl. 44;4181;Oberneukirchen/ O�;;;;;Ober�sterreich;07212/7056;07212/705620;rb-mittleres-rodltal@raiffeisen-ooe.at;RZOOAT2L383;www.raiffeisen-ooe.at/mittleres-rodltal;24.08.1990;52990084WED4869FO497
Hauptanstalt;1508881;34277;KI;Raiffeisen;77998d;Raiffeisenbank Region Bad Leonfelden eGen;Hauptpl. 2;4190;Bad Leonfelden;;;;;Ober�sterreich;07213/8131;07213/813123;rb-bad-leonfelden@raiffeisen-ooe.at;RZOOAT2L277;www.raiffeisen-ooe.at/bad-leonfelden;08.06.1990;529900F9ZP0XDKL33R63
Hauptanstalt;1511122;34710;KI;Raiffeisen;95023s;Raiffeisenbank Region V�cklabruck eGen;Salzburger Stra�e 1;4840;V�cklabruck;;;;;Ober�sterreich;07672/22044;07672/2204446199;rb-voecklabruck@raiffeisen-ooe.at;RZOOAT2L710;www.raiffeisen-ooe.at/voecklabruck;22.10.1990;529900H4VZFCVFKLDA98
Hauptanstalt;1511203;34303;KI;Raiffeisen;111408k;Raiffeisenbank Mattigtal eGen;Hauptstr. 61;5231;Schalchen;;;;;Ober�sterreich;07742/2506;05999/34909/37000;rb-mattigtal@raiffeisen-ooe.at;RZOOAT2L303;www.raiffeisen-ooe.at/mattigtal;11.07.1990;529900C8QKEEBKIW8L39
Hauptanstalt;4381807;19690;KI;Aktienbanken;185946a;VakifBank International AG;Prinz-Eugen-Stra�e 8-10, Top 17 + Top 18;1040;Wien;;1040;Wien;;Wien;01/5123520;01/512352020;office@vakifbank.at;TVBAATWWXXX;www.vakifbank.at;23.07.1999;52990056W0VDKEDYUY83
Filiale;4433220;19400;ZW;� 9 Institute;187637m;MUFG Bank (Europe) N.V. Vienna Branch;Schwarzenbergplatz 5/3.2;1030;Wien;;1037;Wien;51;Wien;01/50262;01/5026250;info@at.mufg.jp;;www.nl.bk.mufg.jp;22.10.1999;
Hauptanstalt;4778413;20246;KI;Sparkassen;198287z;Sparkasse Poysdorf AG;Dreifaltigkeitsplatz 2;2170;Poysdorf;;;;;Nieder�sterreich;050100/25200;050100/925200;office@poysdorf.sparkasse.at;SPPDAT21XXX;www.sparkasse.at/poysdorf;24.07.2000;529900ZKIMUP9PHZIY83
Hauptanstalt;122122;38000;KI;Raiffeisen;264700s;Raiffeisen-Landesbank Steiermark AG;Radetzkystra�e 15;8010;Graz;;8011;Graz;847;Steiermark;0316/8036;0316/80363089;info@rlbstmk.at;RZSTAT2GXXX;www.raiffeisen.at/rlb-steiermark;01.01.1927;529900UNUKYZ9HND3309
;258300;38261;;Raiffeisen;77960y;Raiffeisenbank Zirbenland eGen;Hauptplatz 12;8750;Judenburg;;;;;Steiermark;03572/82651;03572/82651109;info@rb-zirbenland.at;RZSTAT2G368;www.rb-zirbenland.at;19.07.1908;529900KYPXTATAT5ZN25
;285897;35068;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6445;06562/644435;info@rbop.at;RVSAAT2S039;www.oberpinzgau.raiffeisen.at;26.03.1894;529900RD4I6JQDY6HA87
;263494;34321;;Raiffeisen;120863s;Raiffeisenbank Region Kirchdorf eGen;Garnisonstra�e 1;4560;Kirchdorf an der Krems;;;;;Ober�sterreich;07582/62842;07582/6284237738;office@rbregionkirchdorf.at;RZOOAT2L380;www.rbregionkirchdorf.at;01.08.1909;529900YTBQ5AY4TZKS87
;258989;38452;;Raiffeisen;53595t;Raiffeisenbank Murau eGen;Bundesstra�e 5;8850;Murau;Bundesstra�e 5;8850;Murau;;Steiermark;03532/2315;03532/2315-900;info@rbmurau.at;RZSTAT2G402;www.rbmurau.at;17.04.1898;529900OWAHL9U8K9E874
Hauptanstalt;258067;38138;KI;Raiffeisen;67290g;Raiffeisenbank Gratwein-Hitzendorf eGen;Bahnhofstrasse 22;8112;Gratwein-Stra�engel;;;;;Steiermark;03124/51321;;info.38138@rb38138.at;RZSTAT2G138;www.rb38138.at;01.01.1901;5299007D752OSBB86237
Hauptanstalt;258075;38346;KI;Raiffeisen;56745z;Raiffeisenbank Aichfeld eGen;K�rntner Stra�e 2;8720;Knittelfeld;;8720;Knittelfeld;30;Steiermark;03512/84550;03512/84550505;info@rbaichfeld.at;RZSTAT2G346;www.rbaichfeld.at;15.07.1900;529900KKMSLF6I7F5T86
Hauptanstalt;258083;38347;KI;Raiffeisen;79781a;Raiffeisenbank Turnau-St. Lorenzen eGen;Hauptstra�e 21;8641;St. Marein im M�rztal;;;;;Steiermark;03864/2296;03864/22961;info.38347@rb-38347.raiffeisen.at;RZSTAT2G347;www.raiffeisen.at/38347;17.01.1897;529900BTDS34PLCQRX17
Hauptanstalt;259233;32145;KI;Raiffeisen;54871v;Raiffeisenkasse Ernstbrunn eGen;Hauptpl. 11;2115;Ernstbrunn;;;;;Nieder�sterreich;02576/2355;02576/235520;info.32145@rb-32145.raiffeisen.at;RLNWATW1145;https://www.raiffeisen.at/noew/ernstbrunn;03.01.1894;529900Q12376FYIQE036
Hauptanstalt;260622;34081;KI;Raiffeisen;110648v;Raiffeisenbank Eberschwang-Pramet eGen;Eberschwang 116;4906;Eberschwang;;;;;Ober�sterreich;07753/2213;07753/221341;office@raiffeisen-eberschwang-pramet.at;RZOOAT2L081;www.raiffeisen-eberschwang-pramet.at;03.12.1929;529900AUJCEJQ71UCR09
Hauptanstalt;260630;32275;KI;Raiffeisen;57122d;Raiffeisenbank Seefeld-Hadres eGen;Hauptplatz 103;2061;Hadres;;2061;Hadres;2;Nieder�sterreich;02943/2311;;gabriel.hoffmann@rb-32275.raiffeisen.at;RLNWATW1275;www.seefeld-hadres.meineraika.at;10.07.1927;529900WDQXD1PFX4Z714
Hauptanstalt;260665;34083;KI;Raiffeisen;95249y;Raiffeisenbank Edt-Lambach eGen;Marktplatz 14;4650;Lambach;;;;;Ober�sterreich;07245/28802;07245/2880236;rb-edt-lambach@raiffeisen-ooe.at;RZOOAT2L083;www.raiffeisen-ooe.at/edt-lambach;09.04.1925;529900PE90YKMGGZMM05
Hauptanstalt;260681;32278;KI;Raiffeisen;77703w;Raiffeisenkasse Haidershofen eGen;Haidershofen 100;4431;Haidershofen;;;;;Nieder�sterreich;07252/37827;07252/3782712;info.32278@32278.at;RLNWATWW278;www.raiffeisen.at/haidershofen;01.03.1902;529900GWQUM8QE89CX95
Hauptanstalt;260690;36232;KI;Raiffeisen;40576x;RaiffeisenBank Going eGen;Dorfstra�e 25;6353;Going am W.K.;;;;;Tirol;05358/2078;05358/3454;raiba.going@rbgt.raiffeisen.at;RZTIAT22232;www.raiffeisen-going.at;01.09.1895;529900QOLXPM7KG1E873
Hauptanstalt;260703;34370;KI;Raiffeisen;110546v;Raiffeisenbank Oberes Innviertel eGen;Siedlungsstra�e 1;5142;Eggelsberg;;;;;Ober�sterreich;07748/2213;07748/2266;rb-oberes-innviertel@raiffeisen-ooe.at;RZOOAT2L370;www.raiffeisen-ooe.at/oberes-innviertel;01.06.1922;529900KVZTRFYOIY3C40
Hauptanstalt;57177;17000;KI;Aktienbanken;91810s;BKS Bank AG;St. Veiter Ring 43;9020;Klagenfurt;;;;;K�rnten;0463/58580;0463/5858329;bks@bks.at;BFKKAT2KXXX;www.bks.at;25.02.1922;529900B9P29R8W03IX88
Hauptanstalt;57193;16000;KI;Aktienbanken;32942w;Bank f�r Tirol und Vorarlberg Aktiengesellschaft;Stadtforum 1;6020;Innsbruck;Stadtforum 1;6020;Innsbruck;;Tirol;0505333-0;0505333/1662;info@btv.at;BTVAAT22XXX;www.btv.at;08.04.1904;5299003ATVTQVPTW4735
Hauptanstalt;144991;40730;KI;Aktienbanken;41420m;DolomitenBank Osttirol-Westk�rnten eG;S�dtiroler Platz 9;9900;Lienz;;;;;Tirol;04852/6665;04852/6665-1035;info@dolomitenbank.at;OVLIAT21XXX;www.dolomitenbank.at;30.03.1971;529900QC8RSY99BN3H06
Hauptanstalt;145564;36791;KI;Aktienbanken;46138a;Alpen Privatbank Aktiengesellschaft;Walserstra�e 61;6991;Riezlern;Walserstra�e 61;6991;Riezlern;;Vorarlberg;+4355173500;;info@alpenprivatbank.com;ALPEAT22XXX;www.alpenprivatbank.com;28.09.1983;529900G8QD457M2SW556
Hauptanstalt;244708;32501;KI;Raiffeisen;54744g;Raiffeisenbank im Weinviertel eGen;Hauptpl. 37;2130;Mistelbach;;;;;Nieder�sterreich;02572/3375;02572/33759997;info.32501@rb-imweinviertel.at;RLNWATWWMIB;www.rb-imweinviertel.at;01.05.1892;5299006CGNTOG0DLV470
Hauptanstalt;244830;20257;KI;Sparkassen;226067b;Sparkasse Scheibbs AG;Hauptstra�e 9;3270;Scheibbs;;;;;Nieder�sterreich;050100/79900;050100/979900;info@scheibbs.sparkasse.at;SPSBAT21XXX;www.sparkasse.at/scheibbs;18.07.2002;529900VABV69Q757MP34
Hauptanstalt;247308;32667;KI;Raiffeisen;99135m;Raiffeisenbank Wienerwald eGen;Hauptstr. 62;3021;Pressbaum;;;;;Nieder�sterreich;050515;050515/2020;info@rbwienerwald.at;RLNWATWWPRB;www.rbwienerwald.at;17.03.1898;529900UY9ALV06KXQA86
Hauptanstalt;259284;33125;KI;Raiffeisen;126950t;Raiffeisenbezirksbank Oberwart eGen;Wiener Stra�e 5;7400;Oberwart;;;;;Burgenland;03352/32582;03352/325824399;info.33125@raiffeisen-burgenland.at;RLBBAT2E125;www.raiffeisen-oberwart.at;28.10.1961;529900UFR4VRQYMN1D26
Hauptanstalt;260738;32286;KI;Raiffeisen;78889p;Raiffeisenkasse Heiligeneich eGen;Raiffeisenplatz 1;3452;Heiligeneich;;;;;Nieder�sterreich;02275/6140;02275/614075;info.32286@rb-32286.raiffeisen.at;RLNWATW1286;www.heiligeneich.meineraika.at;02.02.1896;529900NHKL8DBSHOLY20
Hauptanstalt;67474;10000;KI;Sonderbanken;85749b;Oesterreichische Kontrollbank Aktiengesellschaft;Am Hof 4;1010;Wien;;1011;Wien;70;Wien;01/53127;01/531275250;info@oekb.at;OEKOATWWXXX;www.oekb.at;22.01.1946;5299000OVRLMF858L016
Hauptanstalt;149233;20314;KI;Sparkassen;225184d;Sparkasse Salzkammergut AG;Sparkassenplatz 1;4820;Bad Ischl;Sparkassenplatz, 1;4820;Bad Ischl;;Ober�sterreich;050100/49500;050100/949500;office@salzkammergut.sparkasse.at;SKBIAT21XXX;www.salzkammergut.sparkasse.at;03.07.2002;5299006ORDZE7VB1WT33
Hauptanstalt;240346;20702;KI;Sparkassen;120242b;Sparkasse Feldkirchen/K�rnten;Sparkassenstra�e 1 a;9560;Feldkirchen (Ktn.);;9560;Feldkirchen/K�rnten;16;K�rnten;050100/33400;050100/933400;info@feldkirchen.sparkasse.at;SPFNAT21XXX;www.feldkirchen.sparkasse.at;04.10.1979;5299004LQR2P5LDTH233
Hauptanstalt;247332;34200;KI;Raiffeisen;110295z;Raiffeisenbank Innkreis Mitte eGen;Nr. 7;4974;Ort im Innkreis;;;;;Ober�sterreich;07751/8318;07751/6104;rb-ort@raiffeisen-ooe.at;RZOOAT2L200;www.raiffeisen-ooe.at/innkreis-mitte;22.05.1893;5299003CGERWU3RQT216
Hauptanstalt;247375;36263;KI;Raiffeisen;39656v;Raiffeisenbank Kitzb�hel - St. Johann eGen;Achenweg 16;6370;Kitzb�hel;;;;;Tirol;05356/6960;05356/696044108;raiffeisen@rrb.at;RZTIAT22263;www.raiffeisen-kitzbuehel.at;23.08.1891;529900XG9P1JQ1NMJ395
Hauptanstalt;247383;36336;KI;Raiffeisen;38171i;Raiffeisenbank Tirol Mitte West eGen;Untermarktstr. 3;6410;Telfs;;6410;Telfs;27;Tirol;05262/6981;05262/6981-46050;info@rbm.tirol;RZTIAT22336;www.rbm.tirol;01.10.1893;529900MNB4WYVQMHEP34
Hauptanstalt;247413;38487;KI;Raiffeisen;47019x;Raiffeisenbank Lipizzanerheimat eGen;Voitsberg;8570;Voitsberg;Conrad-von-H�tzendorf-Stra�e 5;8570;Voitsberg;;Steiermark;03142/21321;03142/21321774;info@rb-lipizzanerheimat.at;RZSTAT2G487;www.rb-lipizzanerheimat.at;13.07.1902;529900XS6MCV68IFRW92
Hauptanstalt;258210;32002;KI;Raiffeisen;46074g;Raiffeisenbank Wagram-Schmidatal eGen;Bahnhofstra�e 25;3462;Absdorf;;;;;Nieder�sterreich;059633;059633/9999;info.32002@rbws.at;RLNWATW1002;www.rbws.at;08.01.1899;529900TXERM62NN2XR18
Hauptanstalt;259390;36215;KI;Raiffeisen;40489v;Raiffeisenbank Brixen im Thale eGen;Dorfstra�e 92;6364;Brixen im Thale;;;;;Tirol;05334/8122;;raiba.brixen@rbgt.raiffeisen.at;RZTIAT22215;www.raiffeisen.at/brixen;17.04.1895;5299009T4E9DGUM3SB85
Hauptanstalt;260819;36240;KI;Raiffeisen;39158k;Raiffeisenkasse Hart eGen;Harterstra�e 2;6265;Hart im Zillertal;;;;;Tirol;05288/62271;05288/6227170690;raika.hart@rbgt.raiffeisen.at;RZTIAT22240;www.raiffeisen.at/hart;01.01.1907;529900VLMUAGK94CNE14
Hauptanstalt;69671;45010;KI;Volksbanken;39405z;Volksbank Salzburg eG;St. Julien-Str. 12;5020;Salzburg;;5021;Salzburg;34;Salzburg;0662/8696;0662/869621;kundenservice@volksbanksalzburg.at;VBOEATWWSAL;www.volksbanksalzburg.at;20.08.1938;529900P1U3D3OR1TG879
Hauptanstalt;163201;19120;KI;Aktienbanken;76198g;bank99 AG;Praterstra�e 31;1020;Wien;;;;;Wien;0800 099 099;;operations@bank99.at;SPBAATWWXXX;www.bank99.at;01.01.1884;529900RCLERIIXF4QM23
Hauptanstalt;164283;20333;KI;Sparkassen;113787i;Sparkasse Ried im Innkreis-Haag am Hausruck;Marktplatz 2;4910;Ried im Innkreis;;4910;Ried/Innkreis;185;Ober�sterreich;050100/49400;050100/949400;mail@sparkasse-ried.at;SPRHAT21XXX;www.sparkasse-ried.at;14.11.1866;529900JQ18IUYNKUIP97
Hauptanstalt;247464;39500;KI;Raiffeisen;110964h;Raiffeisenbank St. Paul im Lavanttal eGen;Hauptstr. 26;9470;St. Paul im Lavanttal;Hauptstra�e 26;9470;St.Paul/Lav.;;K�rnten;04357/2016;04357/201634;rb.st-paul@rbgk.raiffeisen.at;RZKTAT2K500;www.raiffeisen.at/ktn/stpaul;09.06.1901;529900RKLGH606COZJ70
Hauptanstalt;258300;38368;KI;Raiffeisen;77960y;Raiffeisenbank Zirbenland eGen;Hauptplatz 12;8750;Judenburg;;;;;Steiermark;03572/82651;03572/82651109;info@rb-zirbenland.at;RZSTAT2G368;www.rb-zirbenland.at;19.07.1908;529900KYPXTATAT5ZN25
Hauptanstalt;260916;36362;KI;Raiffeisen;41436k;Raiffeisen Regionalbank Hall in Tirol eGen;Zollstra�e 1;6060;Hall in Tirol;;6060;Hall/Tirol;11;Tirol;05223/212-0;05223/21247192;office@rrb-hall.at;RZTIAT22362;www.rrb-hall.at;15.06.1896;529900C2O38FO5AWTF91
Hauptanstalt;260932;36241;KI;Raiffeisen;40801b;Raiffeisenbank Hippach und Umgebung eGen;Raiffeisenplatz 1;6284;Ramsau im Zillertal;;;;;Tirol;05282/3751;05282/375170895;info@rbhippach.at;RZTIAT22241;www.rbhippach.at;01.01.1907;529900KGROBWC23LXL85
Hauptanstalt;75787;20602;KI;Sparkassen;223707g;Dornbirner Sparkasse Bank AG;Sparkassenplatz 1;6850;Dornbirn;;6850;Dornbirn;18;Vorarlberg;050100/74000;050100/974000;service@dornbirn.sparkasse.at;DOSPAT2DXXX;www.sparkasse.at/dornbirn;15.05.2002;529900HC8KY7N0HNY191
Hauptanstalt;75930;20604;KI;Sparkassen;64331f;Sparkasse der Stadt Feldkirch;Sparkassenplatz 1;6800;Feldkirch;;6800;Feldkirch;50;Vorarlberg;050100/43600;050100/943600;info@feldkirch.sparkasse.at;SPFKAT2BXXX;www.sparkasse.at/feldkirch;01.01.1842;5299007FR13EUF82L493
Hauptanstalt;247502;38133;KI;Raiffeisen;66741z;Raiffeisenbank Hausmannst�tten eGen;Hausmannst�tten;8071;Hausmannst�tten;;8071;Hausmannst�tten;9;Steiermark;03135/4621241;03135/4621291;info.38133@rb-38133.raiffeisen.at;RZSTAT2G133;www.raiffeisen.at/hausmannstaetten;10.04.1894;529900BE5LJFTFGTT751
Hauptanstalt;257052;33010;KI;Raiffeisen;124705s;Raiffeisenbank Region Deutschkreutz-Horitschon eGen;Hauptstra�e 49;7301;Deutschkreutz;;;;;Burgenland;02613/80244;02613/8024499;info.33010@raiffeisen-burgenland.at;RLBBAT2E010;www.raiffeisen.at/deutschkreutzhoritschon;05.06.1923;529900ZPKTLPXOZIRG88
Hauptanstalt;257079;33012;KI;Raiffeisen;124097x;Raiffeisenbank Neusiedlersee-H�gelland eGen;Hauptstra�e 39;7082;Donnerskirchen;;;;;Burgenland;02683/8686;02683/86869013;info.33012@raiffeisen-burgenland.at;RLBBAT2E012;www.rb-neusiedlersee-h�gelland.at;01.03.1926;529900O1U4B6CE4BZD76
Hauptanstalt;258334;38370;KI;Raiffeisen;54019s;Raiffeisenbank Mureck eGen;Hauptplatz 8;8480;Mureck;Hauptplatz 8;8480;Mureck;;Steiermark;03472/2025;03472/202526;info@rbmureck.at;RZSTAT2G370;www.rbmureck.at;16.06.1900;52990059EQPS5XDTSY92
Hauptanstalt;259578;38497;KI;Raiffeisen;66811b;Raiffeisenbank Region Feldbach eGen;Feldbach;8330;Feldbach;Hauptplatz 18;8330;Feldbach;;Steiermark;03152/4222-0;03152/4222-24;info.38497@rb-regionfeldbach.at;RZSTAT2G497;www.rb-regionfeldbach.at;01.01.1899;5299009VLI8ZROIK9N78
Hauptanstalt;259586;38499;KI;Raiffeisen;53999k;Raiffeisenbank Wildon-Preding eGen;Leibnitzerstra�e 1;8410;Wildon;;;;;Steiermark;03182/2565;03182/2565-100;info.38499@rbwildonpreding.at;RZSTAT2G499;www.rbwildonpreding.at;03.01.1900;529900JVGA8OHAQJ2R38
